dataSource,dateOfReport,reportNo,pageRef,actionPlan,actionPlanName,actionPlanProgram,implementingAgency,agencyName,programName,programAcronym,programName2,assistanceType,asOfDate,targetBudget,expendedAmount,beneficiaryTargetTotal,beneficiaryTotal,beneficaryCategoryOrig,beneficiaryTypeOrig,region,province,cityMunicipality,dswd,lgu,ngos,others,grandTotal,notes,notes2,index,accounting,agency,agencyCode,aidCategory,aidCategoryCode,aidType,assistanceType,agencyAllocated,value,shareOfTotalBudget,date,beneficiaryTargetValue,beneficiaryValue,beneficiaryCategory,popOfBeneficiaryCategory,beneficiaryType,shareOfPop,link,infoText,saroAllotment
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION IX,,,154988560,5467000,0,0,160455560,,,428,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,1300000,0,8/17/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION V,,,296676172.1,2383173530,21538650,0,2701388352,,,429,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,546850.98,0,8/17/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VI,,,426914780.8,1020039904,4222050,0,1451176734,,,430,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,1674565.16,0,8/17/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VII,,,770474414.6,2612400000,0,0,3382874415,,,431,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,17184729.8,0,8/17/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VIII,,,33320817.91,1067868250,0,13455890,1114644957,,,432,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,439893.98,0,8/17/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION X,,,150664714,0,0,0,150664714,,,433,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,2520090.91,0,8/17/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION XI,,,337355955.6,1959216966,0,0,2296572921,,,434,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0,8/17/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION XII,,,249272991,0,0,0,249272991,,,435,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,1416350,0,8/17/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,BARMM,,,1554000,0,0,0,1554000,,,436,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0,8/24/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CALABARZON,,,665161502.7,0,465303215.1,0,1130464718,,,437,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,249480,0,8/24/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CAR,,,480178422.4,0,2564919,62926129,545669470.4,,,438,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,299603.81,0,8/24/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CARAGA,,,243098709,0,20759200,0,263857909,,,439,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,179749.52,0,8/24/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,MIMAROPA,,,172320267.5,0,0,0,172320267.5,,,440,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,146700,0,8/24/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,NCR,,,804181048.2,0,2192460000,0,2996641048,,,441,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,440208.6,0,8/24/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION I,,,204751877.5,0,26070926.21,146521847.9,377344651.6,,,442,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,9678405.5,0,8/24/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION II,,,195698613.2,0,0,0,195698613.2,,,443,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,1262047,0,8/24/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION III,,,215756374.4,0,0,0,215756374.4,,,444,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,474786.48,0,8/24/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION IX,,,158368560,0,0,0,158368560,,,445,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0,8/24/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION V,,,306068065.7,0,23119850,0,329187915.7,,,446,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,0,0,8/24/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VI,,,448765425,0,4222050,0,452987475,,,447,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,3143513.2,0,8/24/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VII,,,865887269.3,0,0,0,865887269.3,,,448,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,7750693.3,0,8/24/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
DSWD Dromic Reports,,,0,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VIII,,,36776115.41,0,0,13455890,50232005.41,,,449,expenditure,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,313956.9,0,8/24/20,0,0,LGUs,1488,local governments,0.942876344,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows.",0
